year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2014,Oct,Sat,0,Edo,Benin City,Bombing/Explosion,Government (General),Nigeria,Explosives
2017,Sep,Mon,1,Rivers,Onelga,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2012,Feb,Fri,0,Kano,Giginyu,Armed Assault,Military,Nigeria,Firearms
2015,Sep,Mon,0,Plateau,Zakupwang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2010,Oct,Wed,1,Akwa Ibom,Eket,Armed Assault,Business,India,Firearms
2018,Oct,Sat,0,Borno,Fuguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,May,Sun,0,Yobe,Gashua,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2018,Jun,Mon,0,Benue,Unknown,Armed Assault,Military,Nigeria,Firearms
2019,Apr,Mon,0,Plateau,Rotsu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,May,Wed,1,Nasarawa,Bukan Sidi,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2020,Jan,Fri,0,Kaduna,Rago,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Nov,Mon,1,Borno,Mammanti,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Apr,Wed,0,Yobe,Fika,Bombing/Explosion,Telecommunication,Nigeria,Explosives
2020,Jul,Sat,0,Plateau,Ngbra-Zongo,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2018,Mar,Tue,1,Delta,Onicha Olona,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Jun,Wed,0,Benue,Tombo,Unknown,Private Citizens & Property,Nigeria,Unknown
2013,Oct,Fri,0,Taraba,Jalingo,Assassination,Government (General),Nigeria,Firearms
2017,Nov,Fri,0,Borno,Ummarari,Bombing/Explosion,Military,Nigeria,Explosives
2016,Jan,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2018,Oct,Wed,0,Adamawa,Demsa district,Unknown,Private Citizens & Property,Nigeria,Unknown
2021,Mar,Sat,0,Imo,Orji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Oct,Tue,0,Borno,Mallam Fatori,Bombing/Explosion,Military,International,Explosives
2019,Apr,Fri,1,Borno,Unknown,Hostage Taking (Kidnapping),Police,Niger,Firearms
2014,Apr,Mon,1,Borno,Firgi,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2019,Dec,Tue,0,Edo,Afuje,Armed Assault,Government (General),Nigeria,Explosives
2017,Jan,Wed,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2012,Oct,Fri,0,Yobe,Potiskum,Unknown,Military,Nigeria,Unknown
2020,May,Wed,1,Kaduna,Idazo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2002,Sep,Sun,0,Kano,Kano,Assassination,Government (General),Nigeria,Firearms
1980,Jan,Thu,0,Kaduna,Kaduna,Unknown,Government (Diplomatic),Great Britain,Unknown
2013,Feb,Tue,0,Plateau,Jos,Assassination,Government (General),Nigeria,Firearms
2018,Mar,Wed,1,Plateau,Rafiki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Sep,Thu,0,Niger,Suleja,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Oct,Thu,0,Yobe,Damatura,Armed Assault,Military,Nigeria,Explosives
2015,Nov,Wed,0,Kano,Kano,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2018,Feb,Mon,0,Borno,Arge,Unknown,Military,Nigeria,Unknown
2019,Jan,Mon,0,Borno,Damasak,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Jan,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2014,May,Tue,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2012,Jul,Mon,0,Kaduna,Kaduna,Bombing/Explosion,Military,Nigeria,Explosives
2016,Jul,Wed,0,Borno,Bakin Dutse,Unknown,Private Citizens & Property,Nigeria,Unknown
2019,Nov,Tue,0,Plateau,Mangu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Sun,1,Benue,Obakota,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jul,Sun,0,Borno,Badu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Mon,0,Abuja,Abuja,Armed Assault,Police,Nigeria,Firearms
2012,Feb,Tue,0,Yobe,Damaturu,Armed Assault,Educational Institution,Nigeria,Firearms
2013,Dec,Thu,0,Borno,Bama,Armed Assault,Police,Nigeria,Explosives
2013,Oct,Thu,0,Borno,Konduga,Bombing/Explosion,Police,Nigeria,Explosives
2012,Mar,Sun,0,Kano,Kano,Armed Assault,Police,Nigeria,Firearms
2017,Dec,Sat,0,Borno,Makandari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2016,Nov,Tue,0,Bayelsa,Nembe,Bombing/Explosion,Utilities,Nigeria,Explosives
2014,Dec,Fri,0,Borno,Damboa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jul,Tue,0,Borno,Mafa,Unknown,Military,Nigeria,Unknown
2019,Apr,Sun,0,Borno,Chibok,Bombing/Explosion,Military,Nigeria,Explosives
2014,Jun,Thu,0,Adamawa,Shuwa,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2021,Jun,Wed,0,Unknown,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Apr,Wed,0,Delta,Warri North district,Armed Assault,Business,United States,Firearms
2017,Apr,Fri,0,Kogi,Okehi district,Armed Assault,Government (General),Nigeria,Firearms
2019,Feb,Tue,1,Kaduna,Chibiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Jun,Sun,0,Plateau,Shonong,Armed Assault,Private Citizens & Property,Nigeria,Firearms
1997,Aug,Wed,0,Osun,Ife,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,May,Fri,0,Borno,Banki,Unknown,Private Citizens & Property,Nigeria,Unknown
2016,May,Mon,0,Borno,Mairi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Apr,Wed,0,Borno,Maduwari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
1996,Jan,Wed,0,Kano,Kano,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jan,Thu,0,Plateau,Jos,Assassination,Journalists & Media,Nigeria,Unknown
2013,Feb,Wed,1,Borno,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2021,May,Thu,0,Benue,Shikaan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Nov,Sat,1,Plateau,Gindiri,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2018,Jan,Fri,1,Adamawa,Hyembula,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2015,Apr,Thu,0,Borno,Marte,Bombing/Explosion,Military,Nigeria,Explosives
2009,Jul,Tue,0,Rivers,Unknown,Bombing/Explosion,Utilities,Italy,Explosives
2012,Oct,Wed,0,Yobe,Potiskum,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2020,Dec,Sat,0,Borno,Ajiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Sat,0,Borno,Gamboru,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Oct,Sun,0,Plateau,Taagbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Aug,Wed,0,Rivers,Choba,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Wed,0,Borno,Rann,Facility/Infrastructure Attack,Government (General),Nigeria,Unknown
2013,Nov,Thu,1,Bayelsa,Ogbia,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,Mar,Fri,0,Borno,Sabon Garin Kimba,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2018,Dec,Fri,0,Borno,Baga,Unknown,Military,Nigeria,Unknown
2014,Aug,Mon,0,Borno,Gamboru,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Apr,Sun,0,Benue,Mbatie,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Sep,Sun,1,Delta,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Explosives
2019,Sep,Fri,1,Ondo,Akure North district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Apr,Mon,0,Nasarawa,Wurji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Sat,1,Benue,Mballagh,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,Aug,Tue,0,Borno,Garki Muna,Bombing/Explosion,Military,Nigeria,Explosives
2008,Jul,Tue,0,Ebonyi,Abakaliki,Armed Assault,Journalists & Media,Nigeria,Firearms
2014,Nov,Wed,1,Borno,Limankara,Hostage Taking (Kidnapping),Police,Nigeria,Explosives
2018,Jul,Sat,1,Yobe,Jilli,Armed Assault,Military,Nigeria,Firearms
2019,Jan,Tue,0,Borno,Wajirko,Unknown,Military,Nigeria,Unknown
2020,Feb,Sun,0,Borno,Kauwa,Bombing/Explosion,Unknown,Nigeria,Explosives
2014,Sep,Sun,0,Taraba,Tunari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,May,Tue,0,Borno,Gurkolle II,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Jul,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Feb,Tue,0,Borno,Gwange,Armed Assault,Government (General),Nigeria,Firearms
2015,Feb,Thu,0,Borno,Biu,Bombing/Explosion,Transportation,Nigeria,Explosives
2010,Nov,Tue,0,Lagos,Lagos,Armed Assault,Utilities,Nigeria,Explosives
2017,Aug,Tue,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
2012,Aug,Wed,0,Rivers,Ueken,Bombing/Explosion,Business,Nigeria,Explosives
2012,Mar,Tue,0,Kano,Tudun Wada,Armed Assault,Police,Nigeria,Firearms
2013,Apr,Fri,0,Borno,Ngamdu,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2016,Oct,Thu,0,Kaduna,Kaninkon,Assassination,Government (General),Nigeria,Firearms
2015,Apr,Sun,0,Nasarawa,Iornungun,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Sep,Fri,0,Benue,Tse Shima,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2011,Apr,Mon,0,Yobe,Damaturu,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2020,Jun,Tue,0,Borno,Kautikari,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Jul,Thu,0,Zamfara,Dogon Maje,Unknown,Private Citizens & Property,Nigeria,Unknown
2012,Jun,Sun,0,Borno,Konduga,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2016,Jan,Fri,0,Adamawa,Gombi,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2012,Apr,Thu,0,Gombe,Gombe,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2016,Jan,Mon,0,Borno,Gubio,Bombing/Explosion,Unknown,Nigeria,Explosives
2012,Apr,Sat,0,Borno,Maiduguri,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2016,Mar,Thu,0,Benue,Tombo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,May,Mon,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Apr,Sat,0,Akwa Ibom,Oku Iboku,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2019,Feb,Tue,0,Adamawa,Kalaa,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2008,Jul,Sat,1,Imo,Owerri,Hostage Taking (Kidnapping),Government (General),Asian,Unknown
2017,Dec,Mon,1,Borno,Molai,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2013,Oct,Fri,0,Kaduna,Kaduna,Armed Assault,Police,Nigeria,Firearms
2018,Feb,Mon,0,Adamawa,Bang,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2021,Jan,Wed,0,Borno,Monguno district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Jul,Tue,0,Borno,Damboa,Armed Assault,Military,Nigeria,Firearms
2015,Oct,Thu,0,Rivers,Buguma,Armed Assault,Government (General),Nigeria,Firearms
2020,Nov,Tue,0,Kaduna,Gidan Zaki,Assassination,Government (General),Nigeria,Firearms
2016,May,Mon,0,Benue,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jul,Wed,1,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2014,Feb,Fri,0,Borno,Mafa,Armed Assault,Police,Nigeria,Firearms
2015,Mar,Sat,0,Borno,Jere,Unknown,Private Citizens & Property,Nigeria,Unknown
2010,Sep,Tue,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
2020,Feb,Fri,0,Borno,Damasak,Armed Assault,Government (Diplomatic),International,Firearms
2020,Aug,Sun,0,Niger,Gurmana,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Fri,0,Unknown,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Melee
2016,Mar,Sun,0,Benue,Dam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Mar,Mon,0,Plateau,Zadien,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2020,Jun,Mon,1,Kaduna,Kasso,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2017,Jul,Fri,1,Delta,Sapele,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2008,Jan,Wed,0,Rivers,Sand fill,Bombing/Explosion,Government (General),Nigeria,Explosives
2018,Dec,Tue,0,Borno,Bolakla,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Sep,Wed,0,Rivers,Port Harcourt,Bombing/Explosion,Business,Nigeria,Explosives
2014,Jul,Mon,0,Yobe,Katarko,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2017,Mar,Wed,1,Niger,Lefu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2015,Aug,Thu,0,Borno,Kafa,Unknown,Private Citizens & Property,Nigeria,Unknown
2020,May,Fri,1,Delta,Boji-Boji Owa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,May,Wed,1,Kaduna,Ungwan Jibo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jan,Tue,0,Kogi,Adavi district,Assassination,Government (General),Nigeria,Firearms
2019,Nov,Fri,0,Borno,Unknown,Bombing/Explosion,Military,Nigeria,Explosives
2019,Jul,Mon,0,Borno,Sajeri,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2016,Nov,Tue,0,Borno,Duwabayi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Aug,Wed,0,Borno,Abachari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Jun,Tue,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jan,Sun,0,Borno,Konduga,Unknown,Private Citizens & Property,Nigeria,Unknown
2019,Dec,Fri,0,Borno,Yamarkumi,Unknown,Private Citizens & Property,Nigeria,Unknown
2017,Jan,Sun,1,Unknown,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2017,Nov,Mon,0,Borno,Dikwa district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2014,Nov,Mon,0,Katsina,Kura Mota,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2007,Jun,Thu,1,Bayelsa,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Poland,Unknown
2011,Mar,Sun,0,Plateau,Jos,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2008,Sep,Fri,0,Imo,Owerri,Armed Assault,Government (General),Nigeria,Firearms
2020,Feb,Sun,0,Kaduna,Sabon Tasha,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2016,Oct,Mon,0,Plateau,Hawan Kibu,Armed Assault,Police,Nigeria,Firearms
2020,Jan,Sat,0,Edo,Auchi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2014,Nov,Tue,0,Borno,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Fri,0,Yobe,Mamudo,Armed Assault,Educational Institution,Nigeria,Firearms
2020,Mar,Mon,0,Adamawa,Sabongari,Armed Assault,Military,Nigeria,Firearms
2007,May,Fri,0,Ondo,Riverine,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
2014,Feb,Tue,0,Nasarawa,Abaagu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2015,Apr,Sun,0,Borno,Baga,Bombing/Explosion,Military,Nigeria,Explosives
2012,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Business,Nigeria,Melee
2019,Jun,Thu,0,Benue,Gyenku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Dec,Sat,0,Borno,Mafa,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Aug,Mon,0,Borno,Awonori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Oct,Thu,0,Kano,Kano,Armed Assault,Transportation,Nigeria,Firearms
2016,Aug,Thu,0,Borno,Unknown,Bombing/Explosion,Military,Nigeria,Explosives
2019,Sep,Mon,0,Borno,Shamawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sun,0,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Oct,Tue,0,Borno,Chibok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Oct,Wed,0,Yobe,Potiskum,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2012,Jan,Fri,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2014,Sep,Thu,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jul,Wed,1,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2016,Mar,Sun,0,Benue,Mkpikpa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jun,Wed,0,Borno,Abbari,Bombing/Explosion,Business,Nigeria,Explosives
2012,Feb,Wed,0,Borno,Maiduguri,Hostage Taking (Barricade Incident),Educational Institution,Nigeria,Firearms
2020,Aug,Tue,1,Benue,Jootar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Mar,Tue,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
2012,Dec,Thu,0,Borno,Unknown,Armed Assault,Police,Nigeria,Firearms
2020,Feb,Fri,1,Yobe,Lantewa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Sep,Mon,0,Plateau,Laake,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,May,Thu,0,Benue,Tse-Mue,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,May,Sat,0,Bayelsa,Logbia,Armed Assault,Police,Nigeria,Firearms
2018,Jan,Mon,0,Nasarawa,Gidan Wurji,Armed Assault,Private Citizens & Property,Nigeria,Melee
2014,Jun,Fri,0,Plateau,Jos North district,Armed Assault,Military,Nigeria,Firearms
2020,Mar,Tue,0,Kaduna,Unknown,Assassination,Government (General),Nigeria,Firearms
2014,Aug,Sat,1,Adamawa,Madagali,Hostage Taking (Kidnapping),Government (General),Nigeria,Explosives
2016,Aug,Mon,0,Plateau,Haipang,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2009,Jan,Thu,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2011,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2011,Nov,Mon,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2020,Oct,Wed,0,Imo,Orji,Facility/Infrastructure Attack,Police,Nigeria,Incendiary
2015,May,Sat,0,Adamawa,Ajiya Wagga,Unknown,Private Citizens & Property,Nigeria,Unknown
2021,Feb,Tue,0,Anambra,Oba,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2017,Jun,Sat,0,Rivers,Port Harcourt,Armed Assault,Government (General),Nigeria,Firearms
2018,Jun,Fri,0,Adamawa,Dowaya,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2014,Feb,Tue,0,Nasarawa,Adamu Agyo Fadama Buna,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2018,Mar,Wed,1,Kogi,Obakume,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Aug,Sat,0,Bayelsa,Opolo,Assassination,Government (General),Nigeria,Firearms
2019,Jun,Mon,1,Borno,Gajiram,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2021,Feb,Fri,0,Benue,Gwer West district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Aug,Tue,0,Borno,Damasak,Armed Assault,Terrorists/Non-State Militia,Nigeria,Firearms
2019,Jul,Mon,0,Borno,Baga,Bombing/Explosion,Military,Nigeria,Explosives
2015,Sep,Wed,0,Plateau,Kadunug,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Mar,Sat,0,Kaduna,Sabon-Gari,Bombing/Explosion,Business,Nigeria,Explosives
2014,May,Tue,0,Borno,Mulehe,Armed Assault,Military,Nigeria,Firearms
2017,Feb,Sat,0,Benue,Ikyoawen,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Oct,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Aug,Thu,0,Borno,Wamuri,Facility/Infrastructure Attack,Business,Nigeria,Incendiary
2020,Jan,Tue,0,Borno,Ngulde,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,May,Wed,1,Kaduna,Ungwan Goshi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Sep,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Sun,0,Borno,Miringa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Sun,0,Gombe,Gombe,Bombing/Explosion,Unknown,Nigeria,Explosives
2019,Oct,Thu,0,Adamawa,Gulak,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,Feb,Mon,0,Abuja,Apiawe,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
2009,May,Thu,1,Delta,Escravos district,Armed Assault,Maritime,Nigeria,Firearms
2017,Apr,Mon,0,Edo,Ovia North-East district,Assassination,Religious Figures/Institutions,Nigeria,Firearms
2013,Jan,Thu,0,Plateau,Jos,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2015,May,Thu,0,Borno,Lehu,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2012,May,Tue,0,Gombe,Gombe,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2015,Jun,Fri,0,Borno,Takulashi,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2018,Aug,Tue,0,Plateau,Wereh,Unknown,Business,Nigeria,Unknown
2008,May,Sat,0,Delta,Warri,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Sep,Fri,0,Adamawa,Bujum Waya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Feb,Mon,1,Borno,Matari,Hostage Taking (Kidnapping),Government (Diplomatic),International,Unknown
2014,May,Fri,0,Borno,Kimbi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Feb,Sun,0,Kaduna,Kukum Gida,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Apr,Wed,0,Benue,Tse Zoola,Assassination,Private Citizens & Property,Nigeria,Firearms
2015,Jul,Tue,0,Borno,Sabon Gari,Bombing/Explosion,Military,Nigeria,Explosives
2016,Jul,Fri,0,Lagos,Ikorodu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Dec,Mon,1,Plateau,Zirshe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2007,Jan,Sat,0,Rivers,Ekulama,Armed Assault,Maritime,Nigeria,Firearms
