year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
3871,2017,Nov,Mon,0,Adamawa,Kikan,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
3872,2017,Nov,Mon,0,Adamawa,Ketowal,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
3873,2017,Nov,Tue,0,Adamawa,Mubi,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3874,2017,Nov,Thu,0,Adamawa,Sabon Gari,Hostage Taking (Barricade Incident),Private Citizens & Property,Nigeria,Firearms
3875,2017,Nov,Sat,0,Borno,Magumeri,Armed Assault,Military,Nigeria,Explosives
3876,2017,Nov,Tue,0,Plateau,Jol,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3877,2017,Nov,Wed,0,Gombe,Daktibe Jaligo,Assassination,Private Citizens & Property,Nigeria,Firearms
3878,2017,Nov,Wed,0,Adamawa,Wuna,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3879,2017,Nov,Thu,0,Borno,Gajibo,Armed Assault,Military,Nigeria,Firearms
3880,2017,Nov,Thu,0,Plateau,Jol,Armed Assault,Business,Nigeria,Firearms
3881,2017,Nov,Thu,0,Adamawa,Dowaya,Armed Assault,Police,Nigeria,Firearms
3882,2017,Nov,Thu,0,Borno,Kwaya Kusar,Armed Assault,Educational Institution,Nigeria,Melee
3883,2017,Feb,Sun,0,Borno,Biu,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3884,2017,Feb,Sun,0,Borno,Biu,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3885,2017,Apr,Wed,0,Adamawa,Lawaru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3886,2017,Apr,Wed,0,Adamawa,Dong,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3887,2017,Apr,Wed,0,Adamawa,Kiken,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3888,2017,Apr,Wed,0,Adamawa,Dowaya,Armed Assault,Police,Nigeria,Firearms
3889,2017,Apr,Wed,0,Adamawa,Numan district,Armed Assault,Business,Nigeria,Firearms
3890,2017,Jul,Wed,0,Kwara,Idofian,Unknown,Journalists & Media,Nigeria,Unknown
3891,2017,Aug,Sat,0,Kogi,Agbenema,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3892,2017,Aug,Sat,0,Kogi,Omi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3893,2017,Aug,Sat,1,Kaduna,Kaduna,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
3894,2017,Sep,Tue,0,Borno,Bulabulin,Unknown,Military,Nigeria,Unknown
3895,2017,Oct,Thu,0,Borno,Damboa,Bombing/Explosion,Military,Nigeria,Explosives
3896,2017,Oct,Thu,0,Cross River,Calabar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3897,2017,Nov,Sun,0,Borno,Pulka,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3898,2017,Dec,Wed,0,Borno,Mainok,Armed Assault,Military,Nigeria,Firearms
3899,2017,Dec,Fri,0,Borno,Gwoza,Bombing/Explosion,Military,Nigeria,Explosives
3900,2017,Dec,Sat,1,Borno,Musuni,Hostage Taking (Kidnapping),Government (Diplomatic),International,Firearms
3901,2017,Dec,Wed,0,Borno,Wulgo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3902,2017,Dec,Fri,0,Kaduna,Nindem,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3903,2017,Dec,Sat,0,Borno,Makandari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
3904,2017,Dec,Sun,0,Kaduna,Anguwan Mailafiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3905,2017,Dec,Sun,1,Benue,Utonkon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3906,2017,Dec,Mon,1,Borno,Molai,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
3907,2017,Dec,Mon,0,Adamawa,Kamale,Armed Assault,Government (General),Nigeria,Firearms
3908,2017,Dec,Wed,0,Borno,Bugda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3909,2017,Dec,Thu,0,Borno,Amarwa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3910,2017,Dec,Sun,0,Benue,Odonto,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3911,2017,Dec,Sat,0,Borno,Mafa,Unknown,Private Citizens & Property,Nigeria,Unknown
3912,2017,Dec,Sat,1,Yobe,Kanamma,Armed Assault,Military,Nigeria,Firearms
3913,2017,Dec,Sat,1,Borno,Maiwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3914,2017,Dec,Sat,0,Borno,Konduga district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
3915,2018,Jan,Mon,0,Adamawa,Madagali,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3916,2018,Jan,Mon,1,Benue,Ayilamo,Armed Assault,Government (General),Nigeria,Firearms
3917,2018,Jan,Mon,0,Kaduna,Arak,Assassination,Private Citizens & Property,Nigeria,Firearms
3918,2018,Jan,Mon,1,Benue,Turan,Armed Assault,Government (General),Nigeria,Firearms
3919,2018,Jan,Mon,1,Benue,Gambe-Tiev,Armed Assault,Government (General),Nigeria,Firearms
3920,2018,Jan,Mon,0,Nasarawa,Gidan Wurji,Armed Assault,Private Citizens & Property,Nigeria,Melee
3921,2018,Jan,Mon,0,Nasarawa,Awe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3922,2018,Feb,Thu,1,Benue,Tomatar,Armed Assault,Government (General),Nigeria,Firearms
3923,2018,Feb,Thu,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3924,2018,Feb,Thu,1,Borno,Gamboru,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3925,2018,Feb,Thu,0,Benue,Tse Igbudu Taraka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3926,2018,Feb,Thu,1,Benue,Umenger,Armed Assault,Government (General),Nigeria,Firearms
3927,2018,Feb,Thu,1,Benue,Akor,Armed Assault,Government (General),Nigeria,Firearms
3928,2018,Mar,Thu,0,Borno,Gamboru,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3929,2018,Mar,Thu,0,Borno,Gamboru,Bombing/Explosion,Unknown,Nigeria,Explosives
3930,2018,Mar,Thu,0,Borno,Rann,Bombing/Explosion,Unknown,Nigeria,Explosives
3931,2018,Mar,Thu,0,Benue,Anyiin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3932,2018,Apr,Sun,0,Nasarawa,Bakin Kortaa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3933,2018,Apr,Sun,0,Nasarawa,Kwarra,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3934,2018,Apr,Sun,0,Delta,Aladja,Armed Assault,Military,Nigeria,Firearms
3935,2018,Apr,Sun,0,Adamawa,Mbang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3936,2018,Apr,Sun,0,Adamawa,Baga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3937,2018,May,Tue,0,Nasarawa,Tse Kwaghtser-Tunga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3938,2018,May,Tue,0,Nasarawa,Kuduku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3939,2018,May,Tue,0,Nasarawa,Nyashashu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3940,2018,May,Tue,0,Nasarawa,Obosidoma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3941,2018,May,Tue,0,Nasarawa,Kaambe-Jangaru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3942,2018,Jun,Fri,0,Benue,Tombo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3943,2018,Jun,Fri,0,Taraba,Danada,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3944,2018,Jun,Fri,0,Taraba,Lavoro,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3945,2018,Jun,Fri,0,Taraba,Katibu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3946,2018,Jun,Fri,0,Taraba,Didango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3947,2018,Jun,Fri,0,Taraba,Maku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3948,2018,Jun,Fri,0,Delta,Ughelli North district,Armed Assault,Government (General),Nigeria,Firearms
3949,2018,Aug,Wed,1,Borno,Kaje,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3950,2018,Aug,Wed,1,Unknown,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3951,2018,Aug,Wed,0,Borno,Gwoza district,Bombing/Explosion,Military,Nigeria,Explosives
3952,2018,Sep,Sat,0,Benue,Awashuwa,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
3953,2018,Oct,Mon,0,Borno,Gamboru,Bombing/Explosion,Unknown,Nigeria,Explosives
3954,2018,Dec,Sat,0,Kaduna,Dangaji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3955,2018,Dec,Sat,0,Kaduna,Ungwan Gajere,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3956,2018,Jan,Sat,0,Benue,Markurdi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3957,2018,Jan,Sun,0,Kogi,Ojodu,Assassination,Religious Figures/Institutions,Nigeria,Firearms
3958,2018,Jan,Tue,1,Adamawa,Pallam,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3959,2018,Jan,Mon,1,Borno,Jinene,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3960,2018,Jan,Mon,0,Taraba,Karmen,Assassination,Private Citizens & Property,Nigeria,Firearms
3961,2018,Jan,Tue,0,Nasarawa,Uhime,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3962,2018,Jan,Tue,0,Nasarawa,Angyo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3963,2018,Jan,Wed,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3964,2018,Jan,Wed,1,Edo,Ajoki,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
3965,2018,Jan,Wed,0,Benue,Guma district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3966,2018,Jan,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3967,2018,Jan,Wed,0,Benue,Okpokwu district,Armed Assault,Private Citizens & Property,Nigeria,Melee
3968,2018,Jan,Wed,0,Taraba,Gishiri,Unknown,Private Citizens & Property,Nigeria,Unknown
3969,2018,Jan,Wed,0,Taraba,Dooshima,Unknown,Private Citizens & Property,Nigeria,Unknown
3970,2018,Jan,Wed,0,Taraba,Danwaza,Unknown,Private Citizens & Property,Nigeria,Unknown
3971,2018,Jan,Wed,0,Taraba,Wukari,Unknown,Private Citizens & Property,Nigeria,Unknown
3972,2018,Jan,Wed,0,Taraba,Danada,Unknown,Private Citizens & Property,Nigeria,Unknown
3973,2018,Jan,Fri,0,Adamawa,Kaya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3974,2018,Jan,Thu,0,Ekiti,Orin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3975,2018,Jan,Fri,0,Delta,Onicha-Olona,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3976,2018,Jan,Sun,0,Ondo,Ilado,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
3977,2018,Jan,Sun,0,Delta,Ovwor-Olomu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3978,2018,Jan,Sun,0,Adamawa,Kikon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3979,2018,Jan,Sun,0,Oyo,Lagun,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
3980,2018,Jan,Mon,0,Plateau,Rikwe Chongu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3981,2018,Jan,Tue,1,Adamawa,Iware,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3982,2018,Jan,Wed,0,Borno,Kofa,Armed Assault,Private Citizens & Property,Nigeria,Explosives
3983,2018,Jan,Thu,0,Benue,Uvir,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3984,2018,Jan,Thu,0,Plateau,Jabu-Maingo,Armed Assault,Transportation,Nigeria,Firearms
3985,2018,Jan,Thu,0,Plateau,Tashek,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3986,2018,Jan,Fri,1,Adamawa,Hyembula,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
3987,2018,Jan,Sat,0,Plateau,Huke,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3988,2018,Jan,Sat,0,Plateau,Kpara,Hostage Taking (Barricade Incident),Private Citizens & Property,Nigeria,Firearms
3989,2018,Jan,Sat,0,Taraba,Wukari district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3990,2018,Jan,Sun,0,Benue,Tse Torkula,Armed Assault,Business,Nigeria,Firearms
3991,2018,Jan,Sun,1,Nasarawa,Kadarko,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3992,2018,Jan,Sun,0,Taraba,Ibua,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3993,2018,Jan,Sun,0,Taraba,Wukari district,Armed Assault,Government (General),Nigeria,Firearms
3994,2018,Jan,Mon,0,Benue,Tse Torkula,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3995,2018,Jan,Tue,0,Nasarawa,Yamadaga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3996,2018,Jan,Tue,0,Borno,Ajiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3997,2018,Jan,Wed,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3998,2018,Jan,Wed,0,Borno,Mandarari,Bombing/Explosion,Unknown,Nigeria,Explosives
3999,2018,Jan,Wed,1,Katsina,Tsiga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4000,2018,Jan,Wed,0,Kaduna,Kaguru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4001,2018,Jan,Wed,0,Kaduna,Ankwa,Assassination,Government (General),Nigeria,Firearms
4002,2018,Jan,Tue,0,Adamawa,Shimba,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4003,2018,Jan,Tue,0,Taraba,Wurojam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4004,2018,Feb,Fri,0,Nasarawa,Toto district,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
4005,2018,Mar,Fri,0,Borno,Azare,Bombing/Explosion,Military,Nigeria,Explosives
4006,2018,Apr,Mon,0,Borno,Alau-Kofa,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4007,2018,Jun,Sat,0,Benue,Guma district,Armed Assault,Military,Nigeria,Firearms
4008,2018,Jul,Mon,0,Ogun,Loburo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4009,2018,Aug,Thu,0,Benue,Anyiin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4010,2018,Aug,Thu,0,Delta,Unenurhie,Assassination,Private Citizens & Property,Nigeria,Firearms
4011,2018,Aug,Thu,0,Benue,Azege,Unknown,Private Citizens & Property,Nigeria,Unknown
4012,2018,Sep,Sun,0,Bauchi,Bauchi,Facility/Infrastructure Attack,Violent Political Party,Nigeria,Incendiary
4013,2018,Sep,Sun,0,Bauchi,Bauchi,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4014,2018,Sep,Sun,0,Bauchi,Bauchi,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4015,2018,Sep,Sun,0,Bauchi,Bauchi,Facility/Infrastructure Attack,Violent Political Party,Nigeria,Incendiary
4016,2018,Oct,Tue,1,Benue,Tse Akpam,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
4017,2018,Oct,Tue,0,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4018,2018,Nov,Fri,0,Borno,Dikwa,Bombing/Explosion,Police,Nigeria,Explosives
4019,2018,Nov,Fri,0,Kaduna,Bakin Kogi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4020,2018,Dec,Sun,0,Benue,Guma district,Armed Assault,Police,Nigeria,Firearms
4021,2018,Nov,Fri,0,Ekiti,Ipao,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4022,2018,Feb,Wed,0,Zamfara,Birane,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4023,2018,Feb,Fri,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4024,2018,Feb,Fri,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4025,2018,Feb,Sat,1,Borno,Yeleri,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
4026,2018,Feb,Mon,1,Yobe,Dapchi,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Explosives
4027,2018,Feb,Mon,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
4028,2018,Feb,Mon,1,Yobe,Geidam district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4029,2018,Feb,Wed,0,Delta,Abraka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4030,2018,Feb,Sun,0,Borno,Shetimari,Bombing/Explosion,Military,Nigeria,Explosives
4031,2018,Feb,Sun,0,Kaduna,Kidan-Dan,Assassination,Private Citizens & Property,Nigeria,Firearms
4032,2018,Feb,Mon,0,Borno,Damboa district,Armed Assault,Military,Nigeria,Firearms
4033,2018,Feb,Tue,0,Adamawa,Gwamba,Armed Assault,Government (General),Nigeria,Firearms
4034,2018,Jan,Wed,0,Adamawa,Mildu,Unknown,Private Citizens & Property,Nigeria,Unknown
4035,2018,Jan,Wed,1,Adamawa,Kaya,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4036,2018,Jan,Wed,1,Borno,Rann,Hostage Taking (Kidnapping),Government (Diplomatic),International,Explosives
4037,2018,Feb,Sat,0,Yobe,Buni Yadi,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
4038,2018,Feb,Sat,1,Abia,Umuahia,Hostage Taking (Kidnapping),Journalists & Media,Nigeria,Firearms
4039,2018,May,Thu,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4040,2018,Apr,Tue,0,Benue,Umenger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4041,2018,May,Thu,0,Borno,Gawa,Unknown,Private Citizens & Property,Nigeria,Unknown
4042,2018,May,Thu,0,Plateau,Gyero,Unknown,Private Citizens & Property,Nigeria,Unknown
4043,2018,May,Thu,0,Borno,Gudda,Armed Assault,Private Citizens & Property,Nigeria,Melee
4044,2018,May,Thu,0,Benue,Edimoga,Unknown,Private Citizens & Property,Nigeria,Unknown
4045,2018,May,Thu,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
4046,2018,Jun,Sun,0,Borno,Dikwa district,Bombing/Explosion,Business,Nigeria,Explosives
4047,2018,Jun,Sun,0,Borno,Gamboru,Unknown,Private Citizens & Property,Nigeria,Unknown
4048,2018,Jun,Sun,0,Borno,Fulatari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4049,2018,May,Thu,0,Plateau,Rafin Bauna,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4050,2018,Jul,Tue,1,Plateau,Dafo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4051,2018,Jul,Tue,1,Plateau,Josho,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4052,2018,Sep,Mon,1,Plateau,Ganda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4053,2018,Sep,Mon,1,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4054,2018,Sep,Mon,0,Plateau,Laake,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4055,2018,Dec,Mon,1,Plateau,Kwall,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4056,2018,Dec,Mon,1,Plateau,Zirshe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4057,2018,Dec,Mon,1,Plateau,Dundun,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4058,2018,Mar,Tue,0,Benue,Tse Orogbo,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4059,2018,Mar,Tue,0,Benue,Tseger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4060,2018,Mar,Wed,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4061,2018,Mar,Wed,1,Kogi,Abejukolo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4062,2018,Mar,Wed,1,Kogi,Obakume,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4063,2018,Mar,Wed,1,Kogi,Idirisu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4064,2018,Mar,Wed,1,Kogi,Agojeju,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4065,2018,Mar,Wed,1,Kogi,Ogane Inugu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4066,2018,Mar,Wed,1,Kogi,Aloko,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4067,2018,Mar,Wed,1,Kogi,Agbenema,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4068,2018,Mar,Wed,1,Kogi,Ikende,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4069,2018,Mar,Wed,1,Kogi,Oji Apata,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4070,2018,Mar,Wed,1,Kogi,Adumu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4071,2018,Mar,Wed,1,Kogi,Ojuole,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4072,2018,Mar,Wed,1,Kogi,Omayege,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4073,2018,Mar,Thu,1,Oyo,Orelope district,Hostage Taking (Kidnapping),Government (Diplomatic),International,Firearms
4074,2018,Mar,Wed,1,Plateau,Rafiki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4075,2018,Mar,Wed,1,Plateau,Dutse Kura,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4076,2018,Mar,Thu,0,Plateau,Miango,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Incendiary
4077,2018,Mar,Thu,1,Taraba,Muji,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4078,2018,Mar,Thu,1,Taraba,Muji,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4079,2018,Mar,Thu,1,Taraba,Kando,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4080,2018,Mar,Thu,0,Taraba,Kpashimbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4081,2018,Mar,Thu,0,Taraba,Ussa district,Unknown,Private Citizens & Property,Nigeria,Unknown
4082,2018,Mar,Thu,0,Taraba,Kurmi district,Unknown,Private Citizens & Property,Nigeria,Unknown
4083,2018,Mar,Sat,0,Delta,Oreba,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4084,2018,Mar,Sat,0,Plateau,Rafiki,Unknown,Private Citizens & Property,Nigeria,Unknown
4085,2018,Mar,Sat,0,Edo,Esan South-East district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4086,2018,Mar,Sat,0,Edo,Ovia North-East district,Unknown,Private Citizens & Property,Nigeria,Unknown
4087,2018,Mar,Sun,0,Bauchi,Toro,Assassination,Religious Figures/Institutions,Nigeria,Firearms
4088,2018,Mar,Mon,0,Kogi,Agbenema,Assassination,Private Citizens & Property,Nigeria,Incendiary
4089,2018,Mar,Mon,0,Kogi,AjIchekpa,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
4090,2018,Mar,Mon,0,Kogi,Opada,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
4091,2018,Mar,Mon,0,Kogi,Iyade,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
4092,2018,Mar,Tue,0,Kaduna,Birnin Gwari district,Armed Assault,Military,Nigeria,Firearms
4093,2018,Mar,Thu,1,Plateau,Dong,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4094,2018,Mar,Sun,0,Borno,Mashumari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4095,2018,Mar,Sun,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4096,2018,Mar,Sun,0,Benue,Guma district,Unknown,Private Citizens & Property,Nigeria,Unknown
4097,2018,Mar,Sun,0,Benue,Agatu district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4098,2018,Mar,Thu,0,Kaduna,Bakin Kogi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4099,2018,Mar,Thu,0,Kaduna,Bakin Kogi,Armed Assault,Business,Nigeria,Firearms
4100,2018,Mar,Thu,1,Edo,Ovia North-East district,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
